
                             COORD:COOR3 PI: P
                             ART-1-1 N: 16134_
                  X                  2        

                0.                11.         
              250.E-03            11.1        
              500.E-03            11.2        
              750.E-03            11.3        
                1.                11.4        
                1.                11.4        
                1.25              11.2688     
                1.5               11.1518     
                1.75              11.0473     
                2.                10.9538     
                2.                10.9538     
                2.1               10.99       
                2.2               11.0278     
                2.3               11.0673     
                2.4               11.1086     
                2.5               11.1518     
                2.6               11.197      
                2.7               11.2443     
                2.8               11.2938     
                2.9               11.3457     
                3.                11.4        
                3.1               11.4569     
                3.2               11.5165     
                3.3               11.5789     
                3.4               11.6443     
                3.5               11.7126     
                3.6               11.7842     
                3.7               11.8589     
                3.8               11.937      
                3.9               12.0185     
                4.                12.1035     




