
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             3540centroid  

                0.                 0.         
              100.E-03           241.506E-03  
              200.E-03             1.21888    
              300.E-03             3.32476    
              400.E-03             7.13683    
              500.E-03            13.6545     
              600.E-03            24.0132     
              700.E-03            38.358      
              800.E-03            55.8216     
              900.E-03            75.2615     
                1.                81.3331     
                1.                81.3331     
                1.1               72.0967     
                1.2               61.1059     
                1.3               48.6472     
                1.4               35.139      
                1.5               21.2417     
                1.6                9.42502    
                1.7                2.65597    
                1.8              524.296E-03  
                1.9              172.13E-03   
                2.               125.051E-03  
                2.               125.051E-03  
                2.1              124.266E-03  
                2.2              126.653E-03  
                2.3              132.281E-03  
                2.4              138.908E-03  
                2.5              151.972E-03  
                2.6              168.798E-03  
                2.7              189.657E-03  
                2.8              214.839E-03  
                2.9              244.752E-03  
                3.               280.023E-03  
                3.               280.023E-03  
                3.1              603.525E-03  
                3.2                1.48084    
                3.3                3.47821    
                3.4                7.69152    
                3.5               16.1181     
                3.6               31.2698     
                3.7               52.467      
                3.8               72.967      
                3.9               84.5434     
                4.                89.4931     
                4.                89.4931     
                4.1               89.6702     
                4.2               89.6091     
                4.3               89.3243     
                4.4               89.0399     
                4.5               88.3857     
                4.6               87.6094     
                4.7               86.726      
                4.8               85.7419     
                4.9               84.6558     
                5.                83.4589     




