
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             3100centroid  

                0.               529.728E-15  
              100.E-03           272.471E-03  
              200.E-03             1.27943    
              300.E-03             3.45413    
              400.E-03             7.54649    
              500.E-03            15.0691     
              600.E-03            27.8374     
              700.E-03            45.9336     
              800.E-03            67.7496     
              900.E-03            91.141      
                1.                91.1379     
                1.                91.1379     
                1.1               81.3624     
                1.2               71.7964     
                1.3               62.649      
                1.4               54.419      
                1.5               48.8199     
                1.6               47.5289     
                1.7               50.1812     
                1.8               51.1523     
                1.9               49.1263     
                2.                47.5117     
                2.                47.5117     
                2.1               47.0714     
                2.2               46.5599     
                2.3               46.0425     
                2.4               45.5514     
                2.5               45.0643     
                2.6               44.6565     
                2.7               44.308      
                2.8               44.0244     
                2.9               43.8792     
                3.                43.7547     
                3.                43.7547     
                3.1               47.0945     
                3.2               47.9416     
                3.3               47.1471     
                3.4               46.0493     
                3.5               46.9491     
                3.6               53.431      
                3.7               67.4957     
                3.8               84.3208     
                3.9               95.4634     
                4.               100.455      
                4.               100.455      
                4.1              100.506      
                4.2              100.24       
                4.3               99.7159     
                4.4               99.0012     
                4.5               98.2904     
                4.6               97.2858     
                4.7               96.0764     
                4.8               95.0055     
                4.9               93.608      
                5.                92.2113     




