
                             COORD:COOR3 PI: P
                             ART-1-1 N: 16134_
                  X                  6        

                0.                11.         
              250.E-03            10.8993     
              500.E-03            10.7965     
              750.E-03            10.6908     
                1.                10.5806     
                1.                10.5806     
                1.25              10.401      
                1.5               10.2615     
                1.75              10.1514     
                2.                10.0628     
                2.                10.0628     
                2.1               10.0961     
                2.2               10.1322     
                2.3               10.1715     
                2.4               10.2145     
                2.5               10.2615     
                2.6               10.3132     
                2.7               10.3703     
                2.8               10.4333     
                2.9               10.5031     
                3.                10.5806     
                3.1               10.6667     
                3.2               10.7624     
                3.3               10.8684     
                3.4               10.9857     
                3.5               11.1148     
                3.6               11.2559     
                3.7               11.4092     
                3.8               11.5743     
                3.9               11.7504     
                4.                11.9368     




