
                             COORD:COOR3 PI: P
                             ART-1-1 N: 16134_
                  X                  3        

                0.                11.         
              250.E-03            10.8985     
              500.E-03            10.7931     
              750.E-03            10.6818     
                1.                10.5621     
                1.                10.5621     
                1.25              10.3862     
                1.5               10.2497     
                1.75              10.1419     
                2.                10.055      
                2.                10.055      
                2.1               10.0877     
                2.2               10.1231     
                2.3               10.1616     
                2.4               10.2037     
                2.5               10.2497     
                2.6               10.3004     
                2.7               10.3562     
                2.8               10.4178     
                2.9               10.4862     
                3.                10.5621     
                3.1               10.6465     
                3.2               10.7403     
                3.3               10.8446     
                3.4               10.9601     
                3.5               11.0876     
                3.6               11.2274     
                3.7               11.3796     
                3.8               11.5439     
                3.9               11.7196     
                4.                11.906      




