
                             COORD:COOR3 PI: P
                             ART-1-1 N: 16134_
                  X                  7        

                0.                11.         
              250.E-03            10.9994     
              500.E-03            10.9975     
              750.E-03            10.9943     
                1.                10.9899     
                1.                10.9899     
                1.25              10.8377     
                1.5               10.7085     
                1.75              10.5985     
                2.                10.5039     
                2.                10.5039     
                2.1               10.5401     
                2.2               10.5784     
                2.3               10.6191     
                2.4               10.6624     
                2.5               10.7085     
                2.6               10.7577     
                2.7               10.8101     
                2.8               10.8661     
                2.9               10.926      
                3.                10.9899     
                3.1               11.0583     
                3.2               11.1315     
                3.3               11.2096     
                3.4               11.2931     
                3.5               11.3821     
                3.6               11.477      
                3.7               11.5777     
                3.8               11.6846     
                3.9               11.7977     
                4.                11.9168     




