
                             COORD:COOR3 PI: P
                             ART-1-1 N: 16134_
                  X                  1        

                0.                11.         
              250.E-03            10.9975     
              500.E-03            10.9899     
              750.E-03            10.9776     
                1.                10.9608     
                1.                10.9608     
                1.25              10.8125     
                1.5               10.6868     
                1.75              10.5796     
                2.                10.4876     
                2.                10.4876     
                2.1               10.5228     
                2.2               10.5601     
                2.3               10.5998     
                2.4               10.6419     
                2.5               10.6868     
                2.6               10.7346     
                2.7               10.7857     
                2.8               10.8402     
                2.9               10.8984     
                3.                10.9608     
                3.1               11.0275     
                3.2               11.0988     
                3.3               11.1752     
                3.4               11.2569     
                3.5               11.3441     
                3.6               11.4372     
                3.7               11.5364     
                3.8               11.6417     
                3.9               11.7533     
                4.                11.8713     




