
                             COORD:COOR3 PI: P
                             ART-1-1 N: 16134_
                  X                  4        

                0.                11.         
              250.E-03            10.9987     
              500.E-03            10.9949     
              750.E-03            10.9887     
                1.                10.98       
                1.                10.98       
                1.25              10.8291     
                1.5               10.7012     
                1.75              10.5921     
                2.                10.4984     
                2.                10.4984     
                2.1               10.5342     
                2.2               10.5722     
                2.3               10.6126     
                2.4               10.6555     
                2.5               10.7012     
                2.6               10.7499     
                2.7               10.8018     
                2.8               10.8573     
                2.9               10.9166     
                3.                10.98       
                3.1               11.0479     
                3.2               11.1204     
                3.3               11.1979     
                3.4               11.2808     
                3.5               11.3692     
                3.6               11.4635     
                3.7               11.5637     
                3.8               11.6701     
                3.9               11.7827     
                4.                11.9014     




