
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             8110centroid  

                0.                22.5663E-12 
              100.E-03            13.1461     
              200.E-03            51.603      
              300.E-03           111.566      
              400.E-03           185.163      
              500.E-03           265.112      
              600.E-03           349.619      
              700.E-03           444.671      
              800.E-03           551.499      
              900.E-03           671.113      
                1.               693.452      
                1.               693.452      
                1.00625            1.08514E+03
                1.0125             1.13736E+03
                1.01875            1.17489E+03
                1.025              1.195E+03  
                1.03437            1.21336E+03
                1.04844            1.23184E+03
                1.06953            1.24601E+03
                1.07151            1.24607E+03
                1.07225            1.24614E+03
                1.07336            1.24546E+03
                1.07378            1.24527E+03
                1.07441            1.24446E+03
                1.07464            1.24419E+03
                1.07499            1.24348E+03
                1.07512            1.24324E+03
                1.07532            1.24283E+03
                1.07562            1.2418E+03 
                1.07573            1.2417E+03 
                1.07577            1.24168E+03
                1.07583            1.24197E+03
                1.07593            1.24361E+03
                1.07596            1.24514E+03
                1.07602            1.25354E+03
                1.07604            1.2578E+03 
                1.07607            1.25677E+03
                1.0761             1.24218E+03
                1.07613            1.22636E+03
                1.07617            1.20864E+03
                1.07624            1.19268E+03
                1.07634            1.18106E+03
                1.07649            1.17439E+03
                1.07671            1.17142E+03
                1.07705            1.17034E+03
                1.07756            1.16998E+03
                1.07832            1.16989E+03
                1.07947            1.17E+03   
                1.08118            1.17037E+03
                1.08375            1.17094E+03
                1.08761            1.1722E+03 
                1.09339            1.17426E+03
                1.10207            1.17767E+03
                1.11509            1.18355E+03
                1.13462            1.19482E+03
                1.16391            1.21429E+03
                1.20785            1.25007E+03
                1.27376            1.31678E+03
                1.37262            1.44292E+03
                1.47262            1.59892E+03
                1.57262            1.78168E+03
                1.67262            1.99014E+03
                1.77262            2.22386E+03
                1.87262            2.48561E+03
                1.87887            2.50339E+03
                1.88824            2.53103E+03
                1.89176            2.54201E+03
                1.89308            2.54615E+03
                1.89505            2.55314E+03
                1.8958             2.55576E+03
                1.89691            2.56064E+03
                1.89733            2.56266E+03
                1.89795            2.56672E+03
                1.89889            2.42347E+03
                1.89983            2.36733E+03
                1.90077            2.36204E+03
                1.90217            2.36423E+03
                1.90429            2.36976E+03
                1.90745            2.37782E+03
                1.91221            2.39059E+03
                1.91933            2.40952E+03
                1.93002            2.43804E+03
                1.94606            2.48122E+03
                1.97011            2.54689E+03
                2.                 2.62983E+03
                2.                 2.62983E+03
                2.25               2.02086E+03
                2.5                1.46429E+03
                2.75               1.00524E+03
                3.               683.047      
                3.               683.047      
                3.00781          749.287      
                3.01563          940.983      
                3.02344          999.36       
                3.03125            1.02487E+03
                3.04297            1.04985E+03
                3.06055            1.07434E+03
                3.08691            1.21481E+03
                3.09351            1.21419E+03
                3.1001             1.21037E+03
                3.10257            1.20785E+03
                3.1035             1.20659E+03
                3.10489            1.2039E+03 
                3.10541            1.20268E+03
                3.10619            1.20023E+03
                3.10648            1.1993E+03 
                3.10692            1.19724E+03
                3.10758            1.19236E+03
                3.10783            1.19036E+03
                3.10792            1.18959E+03
                3.10806            1.19151E+03
                3.10812            1.19177E+03
                3.10819            1.19656E+03
                3.10831            1.21221E+03
                3.10836            1.21461E+03
                3.10842            1.21626E+03
                3.10845            1.21334E+03
                3.10848            1.19896E+03
                3.10854            1.16206E+03
                3.10862            1.11661E+03
                3.10875            1.07803E+03
                3.10894            1.05062E+03
                3.10922            1.03112E+03
                3.10964            1.01574E+03
                3.11028            1.00275E+03
                3.11123          992.907      
                3.11266          987.125      
                3.1148           985.461      
                3.11802          987.289      
                3.12284          992.082      
                3.13007          999.488      
                3.14092            1.01247E+03
                3.15719            1.03212E+03
                3.1816             1.06243E+03
                3.21822            1.11182E+03
                3.27314            1.19383E+03
                3.35552            1.33456E+03
                3.4791             1.58496E+03
                3.6041             1.88393E+03
                3.7291             2.22886E+03
                3.8541             2.62345E+03
                3.88535            2.735E+03  
                3.88828            2.74631E+03
                3.89267            2.76468E+03
                3.89432            2.77267E+03
                3.89494            2.77565E+03
                3.89586            2.78139E+03
                3.89621            2.78355E+03
                3.89673            2.78804E+03
                3.89693            2.7897E+03 
                3.89722            2.7931E+03 
                3.89766            2.7123E+03 
                3.8981             2.61189E+03
                3.89854            2.5837E+03 
                3.8992             2.57658E+03
                3.90019            2.57939E+03
                3.90168            2.58403E+03
                3.9039             2.59118E+03
                3.90725            2.60192E+03
                3.91226            2.61823E+03
                3.91977            2.64273E+03
                3.93105            2.67972E+03
                3.94796            2.73576E+03
                3.97333            2.82106E+03
                4.                 2.91195E+03
                4.                 2.91195E+03
                4.25               2.17655E+03
                4.5                1.5102E+03 
                4.75             979.645      
                5.               671.906      




