
                             FromFieldDataUVAR
                             M18atpartinstance
                             PART-1-1element10
                  X             9170centroid  

                0.                 0.         
              100.E-03           -11.679E-36  
              200.E-03           -46.7159E-36 
              300.E-03          -105.111E-36  
              400.E-03          -186.864E-36  
              500.E-03          -291.974E-36  
              600.E-03          -420.443E-36  
              700.E-03          -572.27E-36   
              800.E-03          -747.454E-36  
              900.E-03          -945.997E-36  
                1.                -1.1679E-33 
                1.                -1.1679E-33 
                1.00625            5.64086    
                1.0125            11.4186     
                1.01875           17.0148     
                1.025             22.538      
                1.03437           30.7278     
                1.04844           42.7869     
                1.06953           60.3218     
                1.07151           61.8184     
                1.07225           62.38       
                1.07336           63.0954     
                1.07378           63.3651     
                1.07441           63.5971     
                1.07464           63.6885     
                1.07499           63.6209     
                1.07512           63.6035     
                1.07532           63.4844     
                1.07562           62.4575     
                1.07573           61.4995     
                1.07577           61.173      
                1.07583           60.1377     
                1.07593           56.9731     
                1.07596           54.384      
                1.07602           40.2064     
                1.07604           26.3814     
                1.07607          -24.325      
                1.0761           -50.3057     
                1.07613          -60.4233     
                1.07617          -65.3963     
                1.07624          -68.0013     
                1.07634          -68.7966     
                1.07649          -69.2271     
                1.07671          -69.533      
                1.07705          -69.855      
                1.07756          -70.3046     
                1.07832          -71.0008     
                1.07947          -72.0951     
                1.08118          -73.7967     
                1.08375          -76.3607     
                1.08761          -80.3585     
                1.09339          -86.4362     
                1.10207          -95.723      
                1.11509         -110.053      
                1.13462         -132.502      
                1.16391         -168.25       
                1.20785         -226.582      
                1.27376         -324.55       
                1.37262         -494.474      
                1.47262         -693.524      
                1.57262         -918.848      
                1.67262           -1.16944E+03
                1.77262           -1.44414E+03
                1.87262           -1.73964E+03
                1.87887           -1.7584E+03 
                1.88824           -1.78613E+03
                1.89176           -1.79612E+03
                1.89308           -1.79987E+03
                1.89505           -1.80483E+03
                1.8958            -1.8067E+03 
                1.89691           -1.80862E+03
                1.89733           -1.80911E+03
                1.89795           -1.80856E+03
                1.89889           -1.79908E+03
                1.89983           -1.80259E+03
                1.90077           -1.80566E+03
                1.90217           -1.81026E+03
                1.90429           -1.81718E+03
                1.90745           -1.82757E+03
                1.91221           -1.84321E+03
                1.91933           -1.86679E+03
                1.93002           -1.90239E+03
                1.94606           -1.95634E+03
                1.97011           -2.0385E+03 
                2.                -2.14258E+03
                2.                -2.14258E+03
                2.25              -1.35057E+03
                2.5             -715.855      
                2.75            -258.262      
                3.              -273.57E-15   
                3.              -273.57E-15   
                3.00781            7.05105    
                3.01563           14.2324     
                3.02344           21.1747     
                3.03125           28.0143     
                3.04297           38.132      
                3.06055           52.9741     
                3.08691           45.2378     
                3.09351           48.9397     
                3.1001            52.6103     
                3.10257           54.0927     
                3.1035            54.6588     
                3.10489           55.551      
                3.10541           55.8827     
                3.10619           56.3793     
                3.10648           56.5626     
                3.10692           56.7655     
                3.10758           56.6532     
                3.10783           56.2177     
                3.10792           55.8889     
                3.10806           55.1738     
                3.10812           54.8703     
                3.10819           53.9792     
                3.10831           51.2072     
                3.10836           48.9627     
                3.10842           25.395      
                3.10845            4.51349    
                3.10848          -37.7109     
                3.10854          -67.7385     
                3.10862          -82.5318     
                3.10875          -89.9167     
                3.10894          -94.2182     
                3.10922          -97.1359     
                3.10964          -99.6408     
                3.11028         -101.939      
                3.11123         -104.222      
                3.11266         -106.608      
                3.1148          -109.416      
                3.11802         -113.194      
                3.12284         -118.717      
                3.13007         -127.135      
                3.14092         -139.869      
                3.15719         -159.685      
                3.1816          -190.908      
                3.21822         -240.987      
                3.27314         -323.358      
                3.35552         -462.888      
                3.4791          -706.896      
                3.6041          -994.476      
                3.7291            -1.32105E+03
                3.8541            -1.68308E+03
                3.88535           -1.77663E+03
                3.88828           -1.78517E+03
                3.89267           -1.79736E+03
                3.89432           -1.80138E+03
                3.89494           -1.80289E+03
                3.89586           -1.80445E+03
                3.89621           -1.80502E+03
                3.89673           -1.80504E+03
                3.89693           -1.80505E+03
                3.89722           -1.8042E+03 
                3.89766           -1.79422E+03
                3.8981            -1.79633E+03
                3.89854           -1.79782E+03
                3.8992            -1.79994E+03
                3.90019           -1.80317E+03
                3.90168           -1.80803E+03
                3.9039            -1.81532E+03
                3.90725           -1.82628E+03
                3.91226           -1.84277E+03
                3.91977           -1.86762E+03
                3.93105           -1.90518E+03
                3.94796           -1.96213E+03
                3.97333           -2.04892E+03
                4.                -2.14184E+03
                4.                -2.14184E+03
                4.25              -1.35016E+03
                4.5             -715.645      
                4.75            -258.189      
                5.                -1.1679E-33 




