
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             9745centroid  

                0.                22.5663E-12 
              100.E-03            13.149      
              200.E-03            57.5577     
              300.E-03           131.607      
              400.E-03           225.534      
              500.E-03           323.924      
              600.E-03           418.765      
              700.E-03           513.345      
              800.E-03           613.145      
              900.E-03           720.938      
                1.               549.486      
                1.               549.486      
                1.00625          392.369      
                1.0125           558.974      
                1.01875          625.525      
                1.025            655.28       
                1.03437          680.3        
                1.04844          705.715      
                1.06953          722.607      
                1.07151          721.521      
                1.07225          720.694      
                1.07336          718.317      
                1.07378          717.139      
                1.07441          714.305      
                1.07464          713.018      
                1.07499          710.21       
                1.07512          709.003      
                1.07532          706.625      
                1.07562          699.776      
                1.07573          696.505      
                1.07577          695.166      
                1.07583          692.736      
                1.07593          687.014      
                1.07596          684.572      
                1.07602          679.328      
                1.07604          677.162      
                1.07607          669.587      
                1.0761           652.044      
                1.07613          633.544      
                1.07617          613.135      
                1.07624          596.163      
                1.07634          585.453      
                1.07649          580.564      
                1.07671          579.57       
                1.07705          580.716      
                1.07756          582.902      
                1.07832          585.537      
                1.07947          588.341      
                1.08118          591.314      
                1.08375          594.798      
                1.08761          599.471      
                1.09339          606.321      
                1.10207          616.733      
                1.11509          632.808      
                1.13462          657.969      
                1.16391          698.075      
                1.20785          763.598      
                1.27376          874.219      
                1.37262            1.06878E+03
                1.47262            1.30139E+03
                1.57262            1.57036E+03
                1.67262            1.87588E+03
                1.77262            2.21867E+03
                1.87262            2.6046E+03 
                1.87887            2.63088E+03
                1.88824            2.67219E+03
                1.89176            2.68859E+03
                1.89308            2.69496E+03
                1.89505            2.70542E+03
                1.8958             2.70954E+03
                1.89691            2.71688E+03
                1.89733            2.71983E+03
                1.89795            2.72573E+03
                1.89889            2.55491E+03
                1.89983            2.50199E+03
                1.90077            2.49929E+03
                1.90217            2.50399E+03
                1.90429            2.51198E+03
                1.90745            2.52405E+03
                1.91221            2.5422E+03 
                1.91933            2.56954E+03
                1.93002            2.61085E+03
                1.94606            2.67343E+03
                1.97011            2.76871E+03
                2.                 2.88942E+03
                2.                 2.88942E+03
                2.25               2.06051E+03
                2.5                1.33391E+03
                2.75             823.394      
                3.               654.379      
                3.               654.379      
                3.00781            1.26447E+03
                3.01563            1.3964E+03 
                3.02344            1.44749E+03
                3.03125            1.47261E+03
                3.04297            1.49699E+03
                3.06055            1.52123E+03
                3.08691            1.5034E+03 
                3.09351            1.49947E+03
                3.1001             1.49342E+03
                3.10257            1.4905E+03 
                3.1035             1.48925E+03
                3.10489            1.48664E+03
                3.10541            1.48555E+03
                3.10619            1.48341E+03
                3.10648            1.48256E+03
                3.10692            1.48098E+03
                3.10758            1.47745E+03
                3.10783            1.4763E+03 
                3.10792            1.47592E+03
                3.10806            1.47887E+03
                3.10812            1.48065E+03
                3.10819            1.48649E+03
                3.10831            1.5106E+03 
                3.10836            1.51718E+03
                3.10842            1.53274E+03
                3.10845            1.53455E+03
                3.10848            1.52322E+03
                3.10854            1.48686E+03
                3.10862            1.44866E+03
                3.10875            1.42597E+03
                3.10894            1.41882E+03
                3.10922            1.4209E+03 
                3.10964            1.42662E+03
                3.11028            1.43267E+03
                3.11123            1.43763E+03
                3.11266            1.44124E+03
                3.1148             1.44389E+03
                3.11802            1.4463E+03 
                3.12284            1.44927E+03
                3.13007            1.45359E+03
                3.14092            1.46021E+03
                3.15719            1.47055E+03
                3.1816             1.48698E+03
                3.21822            1.51373E+03
                3.27314            1.55856E+03
                3.35552            1.63625E+03
                3.4791             1.77574E+03
                3.6041             1.94398E+03
                3.7291             2.13909E+03
                3.8541             2.3629E+03 
                3.88535            2.42577E+03
                3.88828            2.43204E+03
                3.89267            2.44232E+03
                3.89432            2.4466E+03 
                3.89494            2.44831E+03
                3.89586            2.45138E+03
                3.89621            2.45264E+03
                3.89673            2.45507E+03
                3.89693            2.45606E+03
                3.89722            2.45798E+03
                3.89766            2.38979E+03
                3.8981             2.29554E+03
                3.89854            2.26559E+03
                3.8992             2.2568E+03 
                3.90019            2.25592E+03
                3.90168            2.25804E+03
                3.9039             2.26202E+03
                3.90725            2.26815E+03
                3.91226            2.2774E+03 
                3.91977            2.29131E+03
                3.93105            2.31229E+03
                3.94796            2.34403E+03
                3.97333            2.39222E+03
                4.                 2.44366E+03
                4.                 2.44366E+03
                4.25               1.98295E+03
                4.5                1.54728E+03
                4.75               1.13653E+03
                5.               706.476      




