
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             8407centroid  

                0.                22.5663E-12 
              100.E-03            13.1471     
              200.E-03            55.2775     
              300.E-03           125.161      
              400.E-03           213.491      
              500.E-03           305.123      
              600.E-03           393.127      
              700.E-03           476.616      
              800.E-03           557.835      
              900.E-03           638.343      
                1.               999.577      
                1.               999.577      
                1.00625          723.805      
                1.0125           610.366      
                1.01875          576.697      
                1.025            566.165      
                1.03437          551.657      
                1.04844          539.576      
                1.06953          524.247      
                1.07151          523.788      
                1.07225          523.583      
                1.07336          524.22       
                1.07378          524.433      
                1.07441          525.716      
                1.07464          526.175      
                1.07499          527.863      
                1.07512          528.455      
                1.07532          529.692      
                1.07562          535.304      
                1.07573          539.147      
                1.07577          540.408      
                1.07583          543.774      
                1.07593          552.767      
                1.07596          558.145      
                1.07602          577.684      
                1.07604          585.924      
                1.07607          574.083      
                1.0761           535.044      
                1.07613          504.178      
                1.07617          478.732      
                1.07624          461.749      
                1.07634          452.452      
                1.07649          447.851      
                1.07671          445.268      
                1.07705          442.923      
                1.07756          440.232      
                1.07832          437.203      
                1.07947          433.896      
                1.08118          430.188      
                1.08375          424.206      
                1.08761          418.199      
                1.09339          409.462      
                1.10207          396.503      
                1.11509          377.96       
                1.13462          364.186      
                1.16391          340.466      
                1.20785          314.599      
                1.27376          290.3        
                1.37262          274.121      
                1.47262          275.308      
                1.57262          287.046      
                1.67262          307.036      
                1.77262          335.828      
                1.87262          383.254      
                1.87887          388.419      
                1.88824          398.637      
                1.89176          404.434      
                1.89308          406.64       
                1.89505          412.837      
                1.8958           415.149      
                1.89691          422.593      
                1.89733          426.486      
                1.89795          438.371      
                1.89889          498.664      
                1.89983          489.591      
                1.90077          487.968      
                1.90217          487.417      
                1.90429          487.016      
                1.90745          486.371      
                1.91221          485.545      
                1.91933          484.266      
                1.93002          482.39       
                1.94606          479.69       
                1.97011          475.894      
                2.               471.608      
                2.               471.608      
                2.25             510.575      
                2.5              577.348      
                2.75             680.832      
                3.               807.094      
                3.               807.094      
                3.00781          540.281      
                3.01563          490.322      
                3.02344          479.899      
                3.03125          480.615      
                3.04297          475.903      
                3.06055          473.282      
                3.08691            1.19542E+03
                3.09351            1.18721E+03
                3.1001             1.18537E+03
                3.10257            1.18401E+03
                3.1035             1.1835E+03 
                3.10489            1.18254E+03
                3.10541            1.18211E+03
                3.10619            1.18143E+03
                3.10648            1.18116E+03
                3.10692            1.18074E+03
                3.10758            1.18047E+03
                3.10783            1.18031E+03
                3.10792            1.18034E+03
                3.10806            1.17534E+03
                3.10812            1.17393E+03
                3.10819            1.16277E+03
                3.10831            1.08964E+03
                3.10836            1.04735E+03
                3.10842          972.209      
                3.10845          935.661      
                3.10848          855.376      
                3.10854          716.633      
                3.10862          573.024      
                3.10875          473.919      
                3.10894          419.886      
                3.10922          391.538      
                3.10964          371.006      
                3.11028          362.004      
                3.11123          356.714      
                3.11266          354.709      
                3.1148           354.771      
                3.11802          355.067      
                3.12284          354.544      
                3.13007          352.266      
                3.14092          349.025      
                3.15719          344.249      
                3.1816           347.643      
                3.21822          346.937      
                3.27314          349.452      
                3.35552          358.927      
                3.4791           381.353      
                3.6041           411.124      
                3.7291           443.758      
                3.8541           482.077      
                3.88535          498.001      
                3.88828          500.34       
                3.89267          505.483      
                3.89432          508.807      
                3.89494          510.02       
                3.89586          513.595      
                3.89621          514.924      
                3.89673          518.814      
                3.89693          520.237      
                3.89722          524.028      
                3.89766          491.817      
                3.8981           450.298      
                3.89854          439.788      
                3.8992           436.001      
                3.90019          435.933      
                3.90168          435.599      
                3.9039           435.171      
                3.90725          434.523      
                3.91226          433.657      
                3.91977          432.342      
                3.93105          430.421      
                3.94796          427.671      
                3.97333          423.842      
                4.               420.194      
                4.               420.194      
                4.25             460.874      
                4.5              535.399      
                4.75             665.004      
                5.               873.552      




