
                             COORD:COOR3 PI: P
                  X           ART-1-1 N: 14_3 

                0.                 3.         
              500.E-03             3.02751    
                1.                 3.05393    
                1.                 3.05393    
                1.25               2.99683    
                1.5                2.93936    
                1.75               2.8819     
                2.                 2.82493    
                2.25               2.76895    
                2.5                2.71451    
                2.75               2.6621     
                3.                 2.61219    
                3.25               2.56513    
                3.5                2.52124    
                3.75               2.48061    
                4.                 2.44333    




