
                             COORD:COOR3 PI: P
                  X           ART-1-1 N: 14_4 

                0.                 3.         
              500.E-03             3.02764    
                1.                 3.05419    
                1.                 3.05419    
                1.25               2.99713    
                1.5                2.93965    
                1.75               2.88218    
                2.                 2.8252     
                2.25               2.76924    
                2.5                2.71484    
                2.75               2.66249    
                3.                 2.61265    
                3.25               2.56568    
                3.5                2.52184    
                3.75               2.48129    
                4.                 2.44411    




