
                             COORD:COOR3 PI: P
                  X           ART-1-1 N: 14_2 

                0.                 3.         
              500.E-03             3.02716    
                1.                 3.05326    
                1.                 3.05326    
                1.25               2.99614    
                1.5                2.93877    
                1.75               2.88149    
                2.                 2.8247     
                2.25               2.76886    
                2.5                2.71447    
                2.75               2.66205    
                3.                 2.61205    
                3.25               2.56487    
                3.5                2.52078    
                3.75               2.47988    
                4.                 2.44222    




