
                             FromFieldDataUVAR
                             M18atpartinstance
                             PART-1-1element10
                  X             2560centroid  

                0.                 0.         
                1.E-03             0.         
                2.E-03             0.         
                3.5E-03            0.         
                5.75E-03           0.         
                6.59375E-03        0.         
                7.85938E-03        0.         
                8.33398E-03        0.         
                8.51196E-03        0.         
                8.77893E-03        0.         
                9.0459E-03         0.         
                9.31287E-03        0.         
                9.57983E-03        0.         
                9.8468E-03         0.         
               10.2473E-03         0.         
               10.8479E-03         0.         
               11.7489E-03         0.         
               13.1005E-03         0.         
               15.1278E-03         0.         
               18.1687E-03         0.         
               22.7301E-03       -48.9014E-39 
               23.8704E-03       -53.9312E-39 
               25.0108E-03       -59.2071E-39 
               26.7213E-03       -67.5826E-39 
               29.2871E-03      -136.29E-39   
               33.1358E-03      -174.463E-39  
               38.9088E-03      -240.55E-39   
               47.5683E-03      -359.539E-39  
               60.5576E-03      -582.703E-39  
               80.0415E-03        -1.01798E-36
              109.267E-03         -1.89711E-36
              153.106E-03         -3.72474E-36
              218.864E-03         -7.61134E-36
              317.502E-03        -16.0178E-36 
              417.502E-03        -27.6967E-36 
              517.502E-03        -42.5534E-36 
              617.502E-03        -60.588E-36  
              717.502E-03        -81.8006E-36 
              817.502E-03       -106.191E-36  
              917.502E-03       -133.759E-36  
                1.              -158.895E-36  
                1.              -158.895E-36  
                1.001             40.9253     
                1.002             81.7757     
                1.0035           142.887      
                1.00575          234.184      
                1.00912          370.295      
                1.01419          572.572      
                1.02178          871.682      
                1.03317            1.31044E+03
                1.05026            1.94547E+03
                1.07589            2.84291E+03
                1.11433            4.05111E+03
                1.172              5.49376E+03
                1.25849            6.58101E+03
                1.35849            5.70987E+03
                1.45849            1.96744E+03
                1.55849           -5.1396E+03 
                1.65849          -16.0432E+03 
                1.75849          -31.2768E+03 
                1.85849          -61.2423E+03 
                1.86474          -64.0958E+03 
                1.86631          -64.7075E+03 
                1.86865          -65.5602E+03 
                1.87216          -62.3966E+03 
                1.87568          -42.8061E+03 
                1.87656          -39.8429E+03 
                1.87744          -38.086E+03  
                1.87876          -37.5888E+03 
                1.87925          -37.876E+03  
                1.87999          -38.6943E+03 
                1.8811           -40.3305E+03 
                1.88152          -40.9925E+03 
                1.88215          -41.9875E+03 
                1.88309          -43.371E+03  
                1.88449          -45.1463E+03 
                1.88661          -47.2559E+03 
                1.88977          -49.3453E+03 
                1.89294          -50.6149E+03 
                1.89611          -51.4414E+03 
                1.90086          -52.2884E+03 
                1.90799          -53.2361E+03 
                1.91868          -54.3816E+03 
                1.93471          -55.8562E+03 
                1.95877          -57.8944E+03 
                1.98282          -59.8914E+03 
                2.               -61.3185E+03 
                2.               -61.3185E+03 
                2.025            -59.2252E+03 
                2.05             -57.1681E+03 
                2.075            -55.1282E+03 
                2.1              -53.1068E+03 
                2.1375           -50.1111E+03 
                2.19375          -45.7039E+03 
                2.27813          -39.3037E+03 
                2.37812          -32.0829E+03 
                2.47813          -25.3085E+03 
                2.57813          -19.0484E+03 
                2.67812          -13.3734E+03 
                2.77813           -8.36236E+03
                2.87812           -4.09504E+03
                2.97813         -641.213      
                3.                25.1747E-12 




