
                             COORD:COOR3 PI: P
                  X           ART-1-1 N: 14_2 

                0.                 3.         
              500.E-03             3.02657    
                1.                 3.051      
                1.                 3.051      
                1.25               2.99351    
                1.5                2.93576    
                1.75               2.87809    
                2.                 2.82094    
                2.25               2.76479    
                2.5                2.71017    
                2.75               2.65761    
                3.                 2.60758    
                3.25               2.56046    
                3.5                2.51649    
                3.75               2.47579    
                4.                 2.43837    




