
                             COORD:COOR3 PI: P
                  X           ART-1-1 N: 14_4 

                0.                 3.         
              500.E-03             3.02693    
                1.                 3.05145    
                1.                 3.05145    
                1.25               2.99397    
                1.5                2.93607    
                1.75               2.87818    
                2.                 2.82083    
                2.25               2.76456    
                2.5                2.70994    
                2.75               2.65747    
                3.                 2.60761    
                3.25               2.56072    
                3.5                2.51705    
                3.75               2.47676    
                4.                 2.43987    




