
                             FromFieldDataUVAR
                             M18atpartinstance
                             PART-1-1element10
                  X             2418centroid  

                0.                 0.         
              100.E-03             0.         
              200.E-03             0.         
              300.E-03             0.         
              400.E-03             0.         
              500.E-03             0.         
              600.E-03             0.         
              700.E-03             0.         
              800.E-03             0.         
              900.E-03             0.         
                1.                 0.         
                1.                 0.         
                1.1               19.2619     
                1.2               41.3281     
                1.3               62.9478     
                1.4               80.4012     
                1.5               87.9755     
                1.6               76.0458     
                1.7               38.8952     
                1.8              -14.5925     
                1.9              -62.5409     
                2.               -92.9317     
                2.               -92.9317     
                2.1              -83.4541     
                2.2              -73.0858     
                2.3              -62.3952     
                2.4              -52.149      
                2.5              -41.646      
                2.6              -31.6249     
                2.7              -22.2576     
                2.8              -13.7247     
                2.9               -6.22747    
                3.                73.3289E-15 
                3.                73.3289E-15 
                3.1              -23.0747E-03 
                3.2              -10.1196     
                3.3              -28.6778     
                3.4              -55.9909     
                3.5              -91.4368     
                3.6             -129.155      
                3.7             -158.256      
                3.8             -169.738      
                3.9             -169.657      
                4.              -175.673      
                4.              -175.673      
                4.1             -156.059      
                4.2             -136.842      
                4.3             -118.273      
                4.4             -100.124      
                4.5              -82.6909     
                4.6              -65.6884     
                4.7              -49.0192     
                4.8              -32.5885     
                4.9              -16.2905     
                5.              -290.162E-15  




