
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             2401centroid  

                0.                15.0442E-12 
              100.E-03             6.76134    
              200.E-03            30.5931     
              300.E-03            76.0876     
              400.E-03           147.668      
              500.E-03           248.182      
              600.E-03           370.724      
              700.E-03           498.05       
              800.E-03           617.047      
              900.E-03           725.652      
                1.               938.044      
                1.               938.044      
                1.1                1.02309E+03
                1.2                1.04418E+03
                1.3                1.01647E+03
                1.4              944.591      
                1.5              805.558      
                1.6              601.068      
                1.7              356.653      
                1.8              161.971      
                1.9               67.5666     
                2.                36.6372     
                2.                36.6372     
                2.1               34.7483     
                2.2               34.0948     
                2.3               34.6226     
                2.4               35.0704     
                2.5               37.4336     
                2.6               40.5416     
                2.7               44.4206     
                2.8               49.154      
                2.9               54.8654     
                3.                61.7222     
                3.                61.7222     
                3.1              147.854      
                3.2              249.054      
                3.3              362.591      
                3.4              497.12       
                3.5              652.862      
                3.6              805.557      
                3.7              898.315      
                3.8              869.837      
                3.9              807.075      
                4.               747.794      
                4.               747.794      
                4.1              755.965      
                4.2              768.091      
                4.3              782.369      
                4.4              796.332      
                4.5              814.568      
                4.6              834.31       
                4.7              855.576      
                4.8              878.389      
                4.9              902.781      
                5.               928.764      




