
                             FromFieldDataUVAR
                             M18atpartinstance
                             PART-1-1element10
                  X             2764centroid  

                0.                 0.         
              100.E-03             0.         
              200.E-03             0.         
              300.E-03             0.         
              400.E-03             0.         
              500.E-03             0.         
              600.E-03             0.         
              700.E-03             0.         
              800.E-03             0.         
              900.E-03             0.         
                1.                 0.         
                1.                 0.         
                1.1               17.2449     
                1.2               37.3652     
                1.3               57.3705     
                1.4               73.8538     
                1.5               81.5609     
                1.6               71.5124     
                1.7               37.843      
                1.8              -11.7818     
                1.9              -57.3905     
                2.               -86.5344     
                2.               -86.5344     
                2.1              -77.3761     
                2.2              -67.3894     
                2.3              -57.1714     
                2.4              -47.4664     
                2.5              -37.5944     
                2.6              -28.2684     
                2.7              -19.6563     
                2.8              -11.9362     
                2.9               -5.30712    
                3.                60.7395E-15 
                3.                60.7395E-15 
                3.1             -780.647E-03  
                3.2              -11.1138     
                3.3              -29.2854     
                3.4              -55.4047     
                3.5              -88.6541     
                3.6             -123.195      
                3.7             -148.86       
                3.8             -157.482      
                3.9             -156.069      
                4.              -161.003      
                4.              -161.003      
                4.1             -142.501      
                4.2             -124.438      
                4.3             -107.112      
                4.4              -90.293      
                4.5              -74.2782     
                4.6              -58.7757     
                4.7              -43.6913     
                4.8              -28.9356     
                4.9              -14.4106     
                5.              -255.761E-15  




