
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             2454centroid  

                0.                15.0442E-12 
              100.E-03             6.76213    
              200.E-03            24.6935     
              300.E-03            50.6681     
              400.E-03            78.8884     
              500.E-03            99.1742     
              600.E-03           102.446      
              700.E-03            93.7125     
              800.E-03            82.8293     
              900.E-03            76.3484     
                1.               158.212      
                1.               158.212      
                1.1              239.849      
                1.2              314.388      
                1.3              386.232      
                1.4              463.017      
                1.5              535.889      
                1.6              603.167      
                1.7              605.686      
                1.8              546.919      
                1.9              457.035      
                2.               406.093      
                2.               406.093      
                2.1              415.709      
                2.2              429.933      
                2.3              447.058      
                2.4              464.494      
                2.5              486.004      
                2.6              509.443      
                2.7              534.913      
                2.8              562.542      
                2.9              592.422      
                3.               624.594      
                3.               624.594      
                3.1              727.181      
                3.2              778.471      
                3.3              797.354      
                3.4              787.012      
                3.5              736.651      
                3.6              626.777      
                3.7              473.999      
                3.8              297.607      
                3.9              211.721      
                4.               166.678      
                4.               166.678      
                4.1              160.378      
                4.2              155.082      
                4.3              151.471      
                4.4              147.889      
                4.5              147.021      
                4.6              146.94       
                4.7              147.506      
                4.8              148.667      
                4.9              150.432      
                5.               152.859      




