
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             2814centroid  

                0.                15.0442E-12 
              100.E-03             6.76167    
              200.E-03            24.6931     
              300.E-03            50.6695     
              400.E-03            78.8956     
              500.E-03            99.1947     
              600.E-03           102.485      
              700.E-03            93.7615     
              800.E-03            82.8806     
              900.E-03            76.3986     
                1.               158.287      
                1.               158.287      
                1.1              239.985      
                1.2              314.533      
                1.3              386.337      
                1.4              463.075      
                1.5              535.903      
                1.6              603.14       
                1.7              605.646      
                1.8              546.894      
                1.9              457.031      
                2.               406.095      
                2.               406.095      
                2.1              415.714      
                2.2              429.942      
                2.3              447.071      
                2.4              464.511      
                2.5              486.025      
                2.6              509.468      
                2.7              534.944      
                2.8              562.578      
                2.9              592.464      
                3.               624.641      
                3.               624.641      
                3.1              727.211      
                3.2              778.481      
                3.3              797.358      
                3.4              787.022      
                3.5              736.678      
                3.6              626.837      
                3.7              474.106      
                3.8              297.767      
                3.9              211.855      
                4.               166.777      
                4.               166.777      
                4.1              160.472      
                4.2              155.172      
                4.3              151.557      
                4.4              147.972      
                4.5              147.102      
                4.6              147.02       
                4.7              147.586      
                4.8              148.747      
                4.9              150.513      
                5.               152.941      




