
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             0904centroid  

                0.                15.0442E-12 
              100.E-03             6.35539    
              200.E-03            24.8772     
              300.E-03            54.3855     
              400.E-03            88.6785     
              500.E-03           114.659      
              600.E-03           123.149      
              700.E-03           120.789      
              800.E-03           116.126      
              900.E-03           112.542      
                1.               326.857      
                1.               326.857      
                1.1              371.683      
                1.2              411.179      
                1.3              444.315      
                1.4              468.459      
                1.5              490.712      
                1.6              446.145      
                1.7              428.495      
                1.8              399.557      
                1.9              375.082      
                2.               359.539      
                2.               359.539      
                2.1              357.011      
                2.2              353.853      
                2.3              351.274      
                2.4              349.564      
                2.5              348.715      
                2.6              348.621      
                2.7              349.15       
                2.8              350.168      
                2.9              351.538      
                3.               353.119      
                3.               353.119      
                3.1              373.984      
                3.2              363.488      
                3.3              361.856      
                3.4              360.69       
                3.5              351.521      
                3.6              326.043      
                3.7              285.592      
                3.8              241.094      
                3.9              203.141      
                4.               175.245      
                4.               175.245      
                4.1              177.52       
                4.2              181.462      
                4.3              186.245      
                4.4              191.56       
                4.5              197.278      
                4.6              203.34       
                4.7              209.709      
                4.8              216.364      
                4.9              223.287      
                5.               230.465      




