
                             FromFieldDataUVAR
                             M18atpartinstance
                             PART-1-1element10
                  X             1057centroid  

                0.                 0.         
              100.E-03             1.94374    
              200.E-03             7.76562    
              300.E-03            17.4488     
              400.E-03            30.965      
              500.E-03            48.2755     
              600.E-03            69.3969     
              700.E-03            94.4058     
              800.E-03           123.32       
              900.E-03           156.12       
                1.               189.042      
                1.               189.042      
                1.1              196.063      
                1.2              197.511      
                1.3              191.208      
                1.4              173.518      
                1.5              137.394      
                1.6              107.618      
                1.7               81.016      
                1.8               59.4953     
                1.9               40.7622     
                2.                23.0258     
                2.                23.0258     
                2.1               40.0489     
                2.2               56.9926     
                2.3               73.9123     
                2.4               90.842      
                2.5              107.799      
                2.6              124.791      
                2.7              141.821      
                2.8              158.888      
                2.9              175.988      
                3.               193.115      
                3.               193.115      
                3.1              197.225      
                3.2              201.738      
                3.3              199.883      
                3.4              189.647      
                3.5              171.524      
                3.6              147.893      
                3.7              121.691      
                3.8               95.6239     
                3.9               71.4886     
                4.                49.8027     
                4.                49.8027     
                4.1               63.908      
                4.2               77.9299     
                4.3               91.9446     
                4.4              106.008      
                4.5              120.156      
                4.6              134.412      
                4.7              148.793      
                4.8              163.312      
                4.9              177.983      
                5.               192.82       




