
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             2304centroid  

                0.                15.0442E-12 
              100.E-03             6.05687    
              200.E-03            21.9939     
              300.E-03            44.4752     
              400.E-03            63.8828     
              500.E-03            65.7045     
              600.E-03            51.6461     
              700.E-03            36.3412     
              800.E-03            23.98       
              900.E-03            14.1864     
                1.                18.3877     
                1.                18.3877     
                1.1                4.13428    
                1.2                3.75954    
                1.3               13.7614     
                1.4               25.3129     
                1.5               15.5092     
                1.6              547.712      
                1.7              345.453      
                1.8              233.624      
                1.9              192.07       
                2.               176.852      
                2.               176.852      
                2.1              177.128      
                2.2              177.252      
                2.3              176.915      
                2.4              175.991      
                2.5              174.428      
                2.6              172.191      
                2.7              169.24       
                2.8              165.526      
                2.9              160.986      
                3.               155.548      
                3.               155.548      
                3.1                5.28082    
                3.2               12.3073     
                3.3               28.0671     
                3.4               32.8719     
                3.5               21.178      
                3.6                5.88247    
                3.7                3.25287    
                3.8               17.7897     
                3.9               40.8813     
                4.                61.3069     
                4.                61.3069     
                4.1               61.5782     
                4.2               62.1683     
                4.3               63.1357     
                4.4               64.4563     
                4.5               66.0808     
                4.6               67.9617     
                4.7               70.0605     
                4.8               72.3497     
                4.9               74.8112     
                5.                77.4357     




