
                             FromFieldDataUVAR
                             M18atpartinstance
                             PART-1-1element10
                  X             2327centroid  

                0.                 0.         
              100.E-03             1.96133    
              200.E-03             7.84394    
              300.E-03            17.6501     
              400.E-03            31.4001     
              500.E-03            49.1528     
              600.E-03            70.9761     
              700.E-03            96.8971     
              800.E-03           126.941      
              900.E-03           161.143      
                1.               198.536      
                1.               198.536      
                1.1              209.349      
                1.2              214.581      
                1.3              211.709      
                1.4              195.994      
                1.5              157.066      
                1.6              107.382      
                1.7               83.3745     
                1.8               63.2873     
                1.9               45.0653     
                2.                27.5465     
                2.                27.5465     
                2.1               44.4374     
                2.2               61.2518     
                2.3               78.0593     
                2.4               94.901      
                2.5              111.8        
                2.6              128.771      
                2.7              145.822      
                2.8              162.959      
                2.9              180.185      
                3.               197.503      
                3.               197.503      
                3.1              210.281      
                3.2              216.525      
                3.3              213.799      
                3.4              200.262      
                3.5              177.504      
                3.6              149.609      
                3.7              120.454      
                3.8               92.6739     
                3.9               67.7607     
                4.                45.8409     
                4.                45.8409     
                4.1               60.9219     
                4.2               75.9348     
                4.3               90.9459     
                4.4              106.003      
                4.5              121.138      
                4.6              136.37       
                4.7              151.712      
                4.8              167.175      
                4.9              182.77       
                5.               198.509      




