
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             2364centroid  

                0.                15.0442E-12 
              100.E-03             6.02471    
              200.E-03            24.878      
              300.E-03            55.8463     
              400.E-03            92.447      
              500.E-03           118.212      
              600.E-03           123.103      
              700.E-03           116.421      
              800.E-03           104.11       
              900.E-03            87.6102     
                1.                53.6866     
                1.                53.6866     
                1.1               15.236      
                1.2                3.0254     
                1.3               16.006      
                1.4               47.2656     
                1.5               62.3411     
                1.6              363.654      
                1.7              202.932      
                1.8              129.215      
                1.9              106.901      
                2.               102.043      
                2.               102.043      
                2.1              101.691      
                2.2              100.212      
                2.3               97.5557     
                2.4               93.842      
                2.5               89.2093     
                2.6               83.772      
                2.7               77.6253     
                2.8               70.8538     
                2.9               63.542      
                3.                55.786      
                3.                55.786      
                3.1               28.6936     
                3.2               72.5702     
                3.3               93.4619     
                3.4               80.1296     
                3.5               41.9859     
                3.6                9.04646    
                3.7                4.58238    
                3.8               29.1954     
                3.9               64.7583     
                4.                93.222      
                4.                93.222      
                4.1               95.2648     
                4.2               99.0689     
                4.3              104.303      
                4.4              110.737      
                4.5              118.238      
                4.6              126.74       
                4.7              136.231      
                4.8              146.734      
                4.9              158.307      
                5.               171.04       




