
                             COORD:COOR3 PI: P
                  X          ART-1-1 N: 1236_1

                0.                 2.         
              500.E-03             2.         
                1.                 2.         
                1.                 2.         
                1.25               1.84637    
                1.5                1.71605    
                1.75               1.60494    
                2.                 1.50956    
                2.                 1.50956    
                2.1                1.54602    
                2.2                1.58471    
                2.3                1.6258     
                2.4                1.66951    
                2.5                1.71605    
                2.6                1.76565    
                2.7                1.81858    
                2.8                1.87509    
                2.9                1.93547    
                3.                 2.         
                3.1                2.06899    
                3.2                2.14272    
                3.3                2.2215     
                3.4                2.30559    
                3.5                2.39524    
                3.6                2.49066    
                3.7                2.59202    
                3.8                2.69942    
                3.9                2.81292    
                4.                 2.9325     




