
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             2776centroid  

                0.               794.591E-15  
              100.E-03           465.688E-03  
              200.E-03             1.22002    
              300.E-03             1.92917    
              400.E-03             2.69047    
              500.E-03             3.80493    
              600.E-03             5.46445    
              700.E-03             7.67619    
              800.E-03            10.4101     
              900.E-03            13.6747     
                1.                19.256      
                1.                19.256      
                1.00625           35.2904     
                1.0125            48.7556     
                1.01875           55.7877     
                1.025             59.6665     
                1.03437           63.5561     
                1.04844           68.7046     
                1.06953           77.5278     
                1.07151           78.5146     
                1.07225           78.9132     
                1.07336           79.6116     
                1.07378           79.8929     
                1.07441           80.3823     
                1.07464           80.5781     
                1.07499           80.9118     
                1.07512           81.0438     
                1.07532           81.2621     
                1.07562           81.6832     
                1.07573           81.8601     
                1.07577           81.9296     
                1.07583           82.0423     
                1.07593           82.2458     
                1.07596           82.3286     
                1.07602           82.4878     
                1.07604           82.5557     
                1.07607           82.6798     
                1.0761            82.7914     
                1.07613           82.8769     
                1.07617           82.9572     
                1.07624           83.0175     
                1.07634           83.0674     
                1.07649           83.1606     
                1.07671           83.365      
                1.07705           83.7009     
                1.07756           84.1339     
                1.07832           84.6145     
                1.07947           85.11       
                1.08118           85.6234     
                1.08375           86.2095     
                1.08761           86.972      
                1.09339           88.0482     
                1.10207           89.6031     
                1.11509           91.8421     
                1.13462           95.0283     
                1.16391           99.5006     
                1.20785          105.69       
                1.27376          114.155      
                1.37262          125.654      
                1.47262          136.374      
                1.57262          146.537      
                1.67262          156.404      
                1.77262          166.26       
                1.87262          177.015      
                1.87887          177.819      
                1.88824          179.245      
                1.89176          179.898      
                1.89308          180.174      
                1.89505          180.719      
                1.8958           180.956      
                1.89691          181.498      
                1.89733          181.747      
                1.89795          182.453      
                1.89889          189.264      
                1.89983          192.109      
                1.90077          193.072      
                1.90217          193.456      
                1.90429          193.657      
                1.90745          193.871      
                1.91221          194.177      
                1.91933          194.635      
                1.93002          195.322      
                1.94606          196.35       
                1.97011          197.889      
                2.               199.796      
                2.               199.796      
                2.25             194.473      
                2.5              185.329      
                2.75             173.374      
                3.               158.633      
                3.               158.633      
                3.00781           75.6218     
                3.01563           53.3612     
                3.02344           46.3487     
                3.03125           43.0623     
                3.04297           39.8306     
                3.06055           35.786      
                3.08691           23.6761     
                3.09351           22.758      
                3.1001            21.9171     
                3.10257           21.5819     
                3.1035            21.4507     
                3.10489           21.2229     
                3.10541           21.1334     
                3.10619           20.9784     
                3.10648           20.9179     
                3.10692           20.8163     
                3.10758           20.6098     
                3.10783           20.5279     
                3.10792           20.4971     
                3.10806           20.4598     
                3.10812           20.4484     
                3.10819           20.4433     
                3.10831           20.5461     
                3.10836           20.6076     
                3.10842           20.7878     
                3.10845           20.8756     
                3.10848           21.0545     
                3.10854           21.379      
                3.10862           21.9131     
                3.10875           22.7003     
                3.10894           23.7112     
                3.10922           24.8728     
                3.10964           26.1165     
                3.11028           27.336      
                3.11123           28.3582     
                3.11266           29.0281     
                3.1148            29.3135     
                3.11802           29.2979     
                3.12284           29.0828     
                3.13007           28.7143     
                3.14092           28.1823     
                3.15719           27.4498     
                3.1816            26.4784     
                3.21822           25.2489     
                3.27314           23.7848     
                3.35552           22.179      
                3.4791            20.6245     
                3.6041            19.7202     
                3.7291            19.2675     
                3.8541            19.1359     
                3.88535           19.1289     
                3.88828           19.1272     
                3.89267           19.1182     
                3.89432           19.1118     
                3.89494           19.1087     
                3.89586           19.1003     
                3.89621           19.0964     
                3.89673           19.0864     
                3.89693           19.0818     
                3.89722           19.0714     
                3.89766           18.9664     
                3.8981            18.9108     
                3.89854           18.8917     
                3.8992            18.8883     
                3.90019           18.8915     
                3.90168           18.897      
                3.9039            18.9051     
                3.90725           18.9172     
                3.91226           18.9353     
                3.91977           18.9629     
                3.93105           19.0051     
                3.94796           19.0698     
                3.97333           19.1703     
                4.                19.2804     
                4.                19.2804     
                4.25              18.7677     
                4.5               18.1508     
                4.75              17.691      
                5.                17.6521     




