
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             0758centroid  

                0.               794.591E-15  
              100.E-03           464.785E-03  
              200.E-03             1.13074    
              300.E-03             1.99192    
              400.E-03             3.60851    
              500.E-03             6.52235    
              600.E-03            10.6561     
              700.E-03            15.5986     
              800.E-03            21.1047     
              900.E-03            27.1381     
                1.                25.9375     
                1.                25.9375     
                1.00625           39.1896     
                1.0125            54.5152     
                1.01875           63.1204     
                1.025             67.9106     
                1.03437           72.9521     
                1.04844           79.5601     
                1.06953           90.9999     
                1.07151           92.3167     
                1.07225           92.7978     
                1.07336           93.7098     
                1.07378           94.0454     
                1.07441           94.672      
                1.07464           94.9014     
                1.07499           95.3169     
                1.07512           95.4688     
                1.07532           95.7129     
                1.07562           96.1927     
                1.07573           96.3796     
                1.07577           96.4492     
                1.07583           96.5598     
                1.07593           96.7242     
                1.07596           96.7812     
                1.07602           96.836      
                1.07604           96.8439     
                1.07607           96.7749     
                1.0761            96.6299     
                1.07613           96.4469     
                1.07617           96.1608     
                1.07624           95.8023     
                1.07634           95.4868     
                1.07649           95.3543     
                1.07671           95.4814     
                1.07705           95.8442     
                1.07756           96.3678     
                1.07832           96.9758     
                1.07947           97.6202     
                1.08118           98.3032     
                1.08375           99.3338     
                1.08761          100.3        
                1.09339          101.631      
                1.10207          103.886      
                1.11509          106.889      
                1.13462          111.326      
                1.16391          117.577      
                1.20785          126.284      
                1.27376          138.265      
                1.37262          154.651      
                1.47262          169.938      
                1.57262          184.46       
                1.67262          198.577      
                1.77262          212.657      
                1.87262          227.964      
                1.87887          229.121      
                1.88824          231.111      
                1.89176          232.047      
                1.89308          232.402      
                1.89505          233.203      
                1.8958           233.503      
                1.89691          234.3        
                1.89733          234.684      
                1.89795          235.719      
                1.89889          246.181      
                1.89983          249.832      
                1.90077          250.862      
                1.90217          251.274      
                1.90429          251.52       
                1.90745          251.898      
                1.91221          252.277      
                1.91933          252.931      
                1.93002          253.925      
                1.94606          255.41       
                1.97011          257.636      
                2.               260.418      
                2.               260.418      
                2.25             250.618      
                2.5              234.909      
                2.75             215.367      
                3.               191.542      
                3.               191.542      
                3.00781           74.8737     
                3.01563           47.597      
                3.02344           39.8464     
                3.03125           36.5534     
                3.04297           33.4048     
                3.06055           29.9705     
                3.08691           20.7647     
                3.09351           20.5629     
                3.1001            20.5434     
                3.10257           20.6006     
                3.1035            20.6373     
                3.10489           20.7243     
                3.10541           20.7696     
                3.10619           20.867      
                3.10648           20.9062     
                3.10692           21.0039     
                3.10758           21.2828     
                3.10783           21.4384     
                3.10792           21.5087     
                3.10806           21.6438     
                3.10812           21.696      
                3.10819           21.8038     
                3.10831           22.0562     
                3.10836           22.1799     
                3.10842           22.5675     
                3.10845           22.7728     
                3.10848           23.2132     
                3.10854           23.8979     
                3.10862           24.6846     
                3.10875           25.4072     
                3.10894           26.0086     
                3.10922           26.5885     
                3.10964           27.2676     
                3.11028           28.0171     
                3.11123           28.6989     
                3.11266           29.1675     
                3.1148            29.38       
                3.11802           29.3776     
                3.12284           29.243      
                3.13007           29.0482     
                3.14092           28.6932     
                3.15719           28.2757     
                3.1816            27.8365     
                3.21822           27.3902     
                3.27314           27.121      
                3.35552           27.3219     
                3.4791            28.471      
                3.6041            30.2764     
                3.7291            32.535      
                3.8541            35.2498     
                3.88535           36.1097     
                3.88828           36.2086     
                3.89267           36.3899     
                3.89432           36.4858     
                3.89494           36.5217     
                3.89586           36.6108     
                3.89621           36.6446     
                3.89673           36.736      
                3.89693           36.7705     
                3.89722           36.863      
                3.89766           37.7143     
                3.8981            38.1463     
                3.89854           38.3045     
                3.8992            38.3626     
                3.90019           38.3787     
                3.90168           38.4035     
                3.9039            38.4443     
                3.90725           38.5058     
                3.91226           38.6015     
                3.91977           38.7439     
                3.93105           38.958      
                3.94796           39.2807     
                3.97333           39.7685     
                4.                40.2837     
                4.                40.2837     
                4.25              37.2711     
                4.5               33.3473     
                4.75              29.4321     
                5.                25.9932     




