
                             FromFieldDataUVAR
                             M17atpartinstance
                             PART-1-1element10
                  X             4767centroid  

                0.               794.591E-15  
              100.E-03           463.082E-03  
              200.E-03             1.42759    
              300.E-03             2.9751     
              400.E-03             5.35307    
              500.E-03             8.55474    
              600.E-03            12.5486     
              700.E-03            17.2879     
              800.E-03            22.68       
              900.E-03            28.6722     
                1.                43.1046     
                1.                43.1046     
                1.00625          145.014      
                1.0125           176.891      
                1.01875          180.292      
                1.025            179.656      
                1.03437          177.501      
                1.04844          172.956      
                1.06953          161.069      
                1.07151          159.259      
                1.07225          158.45       
                1.07336          156.839      
                1.07378          156.142      
                1.07441          154.747      
                1.07464          154.151      
                1.07499          152.985      
                1.07512          152.498      
                1.07532          151.594      
                1.07562          149.25       
                1.07573          148.144      
                1.07577          147.692      
                1.07583          146.884      
                1.07593          145.065      
                1.07596          144.313      
                1.07602          142.998      
                1.07604          142.868      
                1.07607          145.617      
                1.0761           148.484      
                1.07613          148.915      
                1.07617          146.963      
                1.07624          143.73       
                1.07634          140.808      
                1.07649          139.001      
                1.07671          138.227      
                1.07705          138.051      
                1.07756          138.124      
                1.07832          138.282      
                1.07947          138.472      
                1.08118          138.697      
                1.08375          138.98       
                1.08761          139.357      
                1.09339          139.866      
                1.10207          140.531      
                1.11509          141.341      
                1.13462          142.212      
                1.16391          142.937      
                1.20785          143.126      
                1.27376          142.194      
                1.37262          139.444      
                1.47262          136.012      
                1.57262          132.425      
                1.67262          128.848      
                1.77262          125.192      
                1.87262          120.37       
                1.87887          119.876      
                1.88824          118.817      
                1.89176          118.232      
                1.89308          117.959      
                1.89505          117.339      
                1.8958           117.044      
                1.89691          116.263      
                1.89733          115.873      
                1.89795          114.557      
                1.89889           95.242      
                1.89983           91.4939     
                1.90077           91.1061     
                1.90217           91.1169     
                1.90429           91.1929     
                1.90745           91.3083     
                1.91221           91.4806     
                1.91933           91.738      
                1.93002           92.1218     
                1.94606           92.6929     
                1.97011           93.5398     
                2.                94.5772     
                2.                94.5772     
                2.25              86.0666     
                2.5               76.0912     
                2.75              64.0526     
                3.                52.722      
                3.                52.722      
                3.00781           65.962      
                3.01563           71.853      
                3.02344           71.6956     
                3.03125           70.9914     
                3.04297           69.7259     
                3.06055           67.1861     
                3.08691           60.7722     
                3.09351           58.8446     
                3.1001            56.4376     
                3.10257           55.3229     
                3.1035            54.8517     
                3.10489           53.957      
                3.10541           53.5817     
                3.10619           52.8654     
                3.10648           52.5702     
                3.10692           52.0232     
                3.10758           50.6211     
                3.10783           49.9589     
                3.10792           49.6877     
                3.10806           49.2533     
                3.10812           49.0923     
                3.10819           48.8848     
                3.10831           49.0084     
                3.10836           49.2221     
                3.10842           49.9359     
                3.10845           50.3258     
                3.10848           50.6526     
                3.10854           50.4704     
                3.10862           50.7949     
                3.10875           52.0152     
                3.10894           53.5392     
                3.10922           55.0414     
                3.10964           56.5577     
                3.11028           58.0985     
                3.11123           59.4743     
                3.11266           60.4139     
                3.1148            60.7985     
                3.11802           60.716      
                3.12284           60.3095     
                3.13007           59.6484     
                3.14092           58.7249     
                3.15719           57.5108     
                3.1816            56.0183     
                3.21822           54.3569     
                3.27314           52.7938     
                3.35552           51.7806     
                3.4791            51.915      
                3.6041            53.0818     
                3.7291            54.7673     
                3.8541            56.6684     
                3.88535           57.0743     
                3.88828           57.0967     
                3.89267           57.096      
                3.89432           57.0683     
                3.89494           57.0496     
                3.89586           56.9836     
                3.89621           56.947      
                3.89673           56.8324     
                3.89693           56.7731     
                3.89722           56.6069     
                3.89766           52.8299     
                3.8981            51.6112     
                3.89854           51.5125     
                3.8992            51.6587     
                3.90019           51.7734     
                3.90168           51.835      
                3.9039            51.8844     
                3.90725           51.9484     
                3.91226           52.0429     
                3.91977           52.185      
                3.93105           52.3987     
                3.94796           52.7211     
                3.97333           53.2086     
                4.                53.7262     
                4.                53.7262     
                4.25              52.9298     
                4.5               51.2108     
                4.75              48.8763     
                5.                46.8081     




