
                             COORD:COOR3 PI: P
                  X           ART-1-1 N: 17_2 

                0.                 1.         
              500.E-03             1.02776    
                1.                 1.05431    
                1.                 1.05431    
                1.25             997.167E-03  
                1.5              939.71E-03   
                1.75             882.394E-03  
                2.               825.694E-03  
                2.25             770.095E-03  
                2.5              716.077E-03  
                2.75             664.112E-03  
                3.               614.602E-03  
                3.25             567.866E-03  
                3.5              524.145E-03  
                3.75             483.508E-03  
                4.               445.986E-03  




