
                             COORD:COOR3 PI: P
                  X           ART-1-1 N: 17_1 

                0.                 1.         
              500.E-03             1.02746    
                1.                 1.05361    
                1.                 1.05361    
                1.25             997.2E-03    
                1.5              940.536E-03  
                1.75             884.132E-03  
                2.               828.52E-03   
                2.25             774.199E-03  
                2.5              721.598E-03  
                2.75             671.054E-03  
                3.               622.811E-03  
                3.25             577.027E-03  
                3.5              533.797E-03  
                3.75             493.159E-03  
                4.               455.114E-03  




