
                             COORD:COOR3 PI: P
                  X           ART-1-1 N: 17_3 

                0.                 1.         
              500.E-03             1.02782    
                1.                 1.05445    
                1.                 1.05445    
                1.25             997.391E-03  
                1.5              939.942E-03  
                1.75             882.566E-03  
                2.               825.761E-03  
                2.25             770.044E-03  
                2.5              715.926E-03  
                2.75             663.884E-03  
                3.               614.33E-03   
                3.25             567.579E-03  
                3.5              523.902E-03  
                3.75             483.427E-03  
                4.               446.233E-03  




